"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427248","7.8","8512","","","","0"
"2017/2018","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427248","7.8","8842","","","","0"
"2018/2019","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427248","7.8","9040","","","","0"
"2019/2020","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427248","7.8","8041","","","","0"
"2020/2021","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427248","7.8","7977","","","","0"
"2021/2022","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427248","7.8","7979","","","","0"
"2012/2013","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427249","7.9","9376","","","","0"
"2013/2014","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427249","7.9","9975","","","","0"
"2014/2015","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427249","7.9","10399","","","","0"
"2015/2016","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427249","7.9","11003","","","","0"
"2016/2017","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427249","7.9","11583","","","","0"
"2017/2018","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427249","7.9","11907","","","","0"
"2018/2019","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427249","7.9","12539","","","","0"
"2019/2020","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427249","7.9","11301","","","","0"
"2020/2021","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427249","7.9","11336","","","","0"
"2021/2022","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427249","7.9","11338","","","","0"
"2012/2013","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427234","7.10","7140","","","","0"
"2013/2014","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427234","7.10","7255","","","","0"
"2014/2015","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427234","7.10","7706","","","","0"
"2015/2016","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427234","7.10","8061","","","","0"
"2016/2017","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427234","7.10","8322","","","","0"
"2017/2018","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427234","7.10","8485","","","","0"
"2018/2019","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427234","7.10","8838","","","","0"
"2019/2020","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427234","7.10","7997","","","","0"
"2020/2021","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427234","7.10","7998","","","","0"
"2021/2022","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427234","7.10","8000","","","","0"
"2012/2013","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427235","7.11","5778","","","","0"
"2013/2014","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427235","7.11","5971","","","","0"
"2014/2015","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427235","7.11","6146","","","","0"
"2015/2016","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427235","7.11","6323","","","","0"
"2016/2017","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427235","7.11","6438","","","","0"
"2017/2018","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427235","7.11","6648","","","","0"
"2018/2019","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427235","7.11","6830","","","","0"
"2019/2020","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427235","7.11","6162","","","","0"
"2020/2021","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427235","7.11","6157","","","","0"
"2021/2022","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427235","7.11","6161","","","","0"
"2012/2013","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427236","7.12","28523","","","","0"
"2013/2014","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427236","7.12","30339","","","","0"
"2014/2015","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427236","7.12","32282","","","","0"
"2015/2016","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427236","7.12","34400","","","","0"
"2016/2017","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427236","7.12","36687","","","","0"
"2017/2018","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427236","7.12","38538","","","","0"
"2018/2019","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427236","7.12","40472","","","","0"
"2019/2020","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427236","7.12","36423","","","","0"
"2020/2021","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427236","7.12","36425","","","","0"
"2021/2022","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427236","7.12","36425","","","","0"
"2012/2013","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427237","7.13","20681","","","","0"
"2013/2014","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427237","7.13","21637","","","","0"
"2014/2015","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427237","7.13","22728","","","","0"
"2015/2016","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427237","7.13","23770","","","","0"
"2016/2017","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427237","7.13","24410","","","","0"
"2017/2018","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427237","7.13","25850","","","","0"
"2018/2019","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427237","7.13","26836","","","","0"
"2019/2020","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427237","7.13","24159","","","","0"
"2020/2021","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427237","7.13","24154","","","","0"
"2021/2022","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427237","7.13","24154","","","","0"
"2012/2013","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427238","7.14","5678","","","","0"
"2013/2014","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427238","7.14","5982","","","","0"
"2014/2015","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427238","7.14","6209","","","","0"
"2015/2016","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427238","7.14","6401","","","","0"
"2016/2017","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427238","7.14","6573","","","","0"
"2017/2018","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427238","7.14","6776","","","","0"
"2018/2019","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427238","7.14","6972","","","","0"
"2019/2020","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427238","7.14","6269","","","","0"
"2020/2021","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427238","7.14","6273","","","","0"
"2021/2022","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427238","7.14","6271","","","","0"
"2012/2013","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427239","7.15","23083","","","","0"
"2013/2014","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427239","7.15","24105","","","","0"
"2014/2015","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427239","7.15","25125","","","","0"
"2015/2016","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427239","7.15","26215","","","","0"
"2016/2017","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427239","7.15","18452","","","","0"
"2017/2018","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427239","7.15","19239","","","","0"
"2018/2019","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427239","7.15","19927","","","","0"
"2019/2020","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427239","7.15","17966","","","","0"
"2020/2021","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427239","7.15","17973","","","","0"
"2021/2022","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427239","7.15","17974","","","","0"
"2012/2013","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427240","7.16","6883","","","","0"
"2013/2014","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427240","7.16","7197","","","","0"
"2014/2015","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427240","7.16","7526","","","","0"
"2015/2016","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427240","7.16","7869","","","","0"
"2016/2017","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427240","7.16","8133","","","","0"
"2017/2018","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427240","7.16","8540","","","","0"
"2018/2019","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427240","7.16","8967","","","","0"
"2019/2020","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427240","7.16","8070","","","","0"
"2020/2021","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427240","7.16","8070","","","","0"
"2021/2022","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427240","7.16","8070","","","","0"
"2018/2019","Ontario","2016A000235","Optometry","Current dollars","75","units","0","v1073541842","7.20","16968","","","","0"
"2019/2020","Ontario","2016A000235","Optometry","Current dollars","75","units","0","v1073541842","7.20","15270","","","","0"
"2020/2021","Ontario","2016A000235","Optometry","Current dollars","75","units","0","v1073541842","7.20","15270","","","","0"
"2021/2022","Ontario","2016A000235","Optometry","Current dollars","75","units","0","v1073541842","7.20","15270","","","","0"
"2012/2013","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427241","7.17","6240","","","","0"
"2013/2014","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427241","7.17","6588","","","","0"
"2014/2015","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427241","7.17","6847","","","","0"
"2015/2016","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427241","7.17","7069","","","","0"
"2016/2017","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427241","7.17","7320","","","","0"
"2017/2018","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427241","7.17","7541","","","","0"
"2018/2019","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427241","7.17","7267","","","","0"
"2019/2020","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427241","7.17","6522","","","","0"
"2020/2021","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427241","7.17","6579","","","","0"
"2021/2022","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427241","7.17","6579","","","","0"
"2014/2015","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648202","7.18","","..","","","0"
"2015/2016","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648202","7.18","","..","","","0"
"2016/2017","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648202","7.18","6747","","","","0"
"2017/2018","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648202","7.18","6740","","","","0"
"2018/2019","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648202","7.18","6894","","","","0"
"2019/2020","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648202","7.18","6197","","","","0"
"2020/2021","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648202","7.18","6289","","","","0"
"2021/2022","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648202","7.18","6289","","","","0"
"2012/2013","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414662","8.19","3720","","","","0"
"2013/2014","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414662","8.19","3790","","","","0"
"2014/2015","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414662","8.19","3857","","","","0"
"2015/2016","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414662","8.19","4013","","","","0"
"2016/2017","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414662","8.19","4099","","","","0"
"2017/2018","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414662","8.19","4227","","","","0"
"2018/2019","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414662","8.19","4462","","","","0"
"2019/2020","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414662","8.19","4695","","","","0"
"2020/2021","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414662","8.19","4901","","","","0"
"2021/2022","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414662","8.19","5082","","","","0"
"2012/2013","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427250","8.1","3219","","","","0"
"2013/2014","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427250","8.1","3272","","","","0"
"2014/2015","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427250","8.1","3352","","","","0"
"2015/2016","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427250","8.1","3418","","","","0"
"2016/2017","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427250","8.1","3606","","","","0"
"2017/2018","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427250","8.1","3656","","","","0"
"2018/2019","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427250","8.1","3904","","","","0"
"2019/2020","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427250","8.1","4039","","","","0"
"2020/2021","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427250","8.1","4207","","","","0"
"2021/2022","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427250","8.1","4373","","","","0"
"2012/2013","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427258","8.2","3512","","","","0"
"2013/2014","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427258","8.2","3560","","","","0"
"2014/2015","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427258","8.2","3626","","","","0"
"2015/2016","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427258","8.2","3698","","","","0"
"2016/2017","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427258","8.2","3864","","","","0"
"2017/2018","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427258","8.2","3867","","","","0"
"2018/2019","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427258","8.2","4115","","","","0"
"2019/2020","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427258","8.2","4275","","","","0"
"2020/2021","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427258","8.2","4441","","","","0"
"2021/2022","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427258","8.2","4608","","","","0"
"2012/2013","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427259","8.3","3223","","","","0"
"2013/2014","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427259","8.3","3279","","","","0"
"2014/2015","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427259","8.3","3360","","","","0"
"2015/2016","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427259","8.3","3444","","","","0"
"2016/2017","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427259","8.3","3539","","","","0"
"2017/2018","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427259","8.3","3582","","","","0"
"2018/2019","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427259","8.3","3790","","","","0"
"2019/2020","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427259","8.3","3942","","","","0"
"2020/2021","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427259","8.3","4165","","","","0"
"2021/2022","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427259","8.3","4350","","","","0"
"2012/2013","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427260","8.4","3224","","","","0"
"2013/2014","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427260","8.4","3287","","","","0"
"2014/2015","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427260","8.4","3360","","","","0"
"2015/2016","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427260","8.4","3448","","","","0"
"2016/2017","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427260","8.4","3553","","","","0"
"2017/2018","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427260","8.4","3612","","","","0"
"2018/2019","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427260","8.4","3849","","","","0"
"2019/2020","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427260","8.4","4000","","","","0"
"2020/2021","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427260","8.4","4191","","","","0"
"2021/2022","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427260","8.4","4364","","","","0"
"2012/2013","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427261","8.5","8949","","","","0"
"2013/2014","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427261","8.5","9086","","","","0"
"2014/2015","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427261","8.5","9302","","","","0"
"2015/2016","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427261","8.5","9483","","","","0"
"2016/2017","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427261","8.5","9596","","","","0"
"2017/2018","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427261","8.5","9717","","","","0"
"2018/2019","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427261","8.5","10367","","","","0"
"2019/2020","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427261","8.5","10756","","","","0"
"2020/2021","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427261","8.5","10997","","","","0"
"2021/2022","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427261","8.5","11409","","","","0"
"2012/2013","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427262","8.6","3958","","","","0"
"2013/2014","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427262","8.6","4000","","","","0"
"2014/2015","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427262","8.6","3904","","","","0"
"2015/2016","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427262","8.6","3996","","","","0"
"2016/2017","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427262","8.6","4096","","","","0"
"2017/2018","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427262","8.6","4150","","","","0"
"2018/2019","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427262","8.6","4410","","","","0"
"2019/2020","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427262","8.6","4579","","","","0"
"2020/2021","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427262","8.6","4790","","","","0"
"2021/2022","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427262","8.6","4983","","","","0"
"2012/2013","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427263","8.7","3582","","","","0"
"2013/2014","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427263","8.7","3643","","","","0"
"2014/2015","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427263","8.7","3736","","","","0"
"2015/2016","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427263","8.7","3803","","","","0"
"2016/2017","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427263","8.7","3814","","","","0"
"2017/2018","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427263","8.7","3857","","","","0"
"2018/2019","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427263","8.7","4112","","","","0"
"2019/2020","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427263","8.7","4262","","","","0"
"2020/2021","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427263","8.7","4485","","","","0"
"2021/2022","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427263","8.7","4659","","","","0"
"2012/2013","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427264","8.8","3577","","","","0"
"2013/2014","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427264","8.8","3648","","","","0"
"2014/2015","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427264","8.8","3724","","","","0"
"2015/2016","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427264","8.8","3801","","","","0"
"2016/2017","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427264","8.8","3778","","","","0"
"2017/2018","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427264","8.8","3824","","","","0"
"2018/2019","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427264","8.8","4079","","","","0"
"2019/2020","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427264","8.8","4222","","","","0"
"2020/2021","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427264","8.8","4427","","","","0"
"2021/2022","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427264","8.8","4596","","","","0"
"2012/2013","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427265","8.9","5102","","","","0"
"2013/2014","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427265","8.9","5185","","","","0"
"2014/2015","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427265","8.9","5319","","","","0"
"2015/2016","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427265","8.9","5432","","","","0"
"2016/2017","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427265","8.9","5506","","","","0"
"2017/2018","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427265","8.9","5644","","","","0"
"2018/2019","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427265","8.9","5952","","","","0"
"2019/2020","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427265","8.9","6172","","","","0"
"2020/2021","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427265","8.9","6352","","","","0"
"2021/2022","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427265","8.9","6476","","","","0"
"2012/2013","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427251","8.10","3891","","","","0"
"2013/2014","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427251","8.10","3952","","","","0"
"2014/2015","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427251","8.10","4048","","","","0"
"2015/2016","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427251","8.10","4124","","","","0"
"2016/2017","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427251","8.10","4175","","","","0"
"2017/2018","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427251","8.10","4230","","","","0"
"2018/2019","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427251","8.10","4508","","","","0"
"2019/2020","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427251","8.10","4677","","","","0"
"2020/2021","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427251","8.10","4854","","","","0"
"2021/2022","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427251","8.10","5035","","","","0"
"2012/2013","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427252","8.11","3761","","","","0"
"2013/2014","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427252","8.11","3818","","","","0"
"2014/2015","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427252","8.11","3933","","","","0"
"2015/2016","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427252","8.11","3993","","","","0"
"2016/2017","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427252","8.11","4032","","","","0"
"2017/2018","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427252","8.11","4047","","","","0"
"2018/2019","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427252","8.11","4309","","","","0"
"2019/2020","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427252","8.11","4475","","","","0"
"2020/2021","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427252","8.11","4673","","","","0"
"2021/2022","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427252","8.11","4850","","","","0"
"2012/2013","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v62427253","8.12","18486","","","","0"
"2013/2014","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v62427253","8.12","18782","","","","0"
"2014/2015","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v62427253","8.12","19233","","","","0"
"2015/2016","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v62427253","8.12","19832","","","","0"
"2016/2017","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v62427253","8.12","20070","","","","0"
"2017/2018","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v62427253","8.12","20331","","","","0"
"2018/2019","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v62427253","8.12","21673","","","","0"
"2019/2020","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v62427253","8.12","22486","","","","0"
"2020/2021","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v62427253","8.12","22710","","","","0"
"2021/2022","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v62427253","8.12","22938","","","","0"
"2012/2013","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v62427254","8.13","7462","","","","0"
"2013/2014","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v62427254","8.13","7582","","","","0"
"2014/2015","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v62427254","8.13","7764","","","","0"
"2015/2016","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v62427254","8.13","8084","","","","0"
